genome,threshold,cluster_method,comparison_algorithm,primary_cluster,original_secondary_cluster,secondary_cluster
SRR17643504_bin.22.fa,0.05000000000000005,average,fastANI,385,385_1,385_1
SRR17643662_bin.9.fa,0.05000000000000005,average,fastANI,385,385_1,385_1
SRR17643809_bin.14.fa,0.05000000000000005,average,fastANI,385,385_1,385_1
SRR17643938_bin.30.fa,0.05000000000000005,average,fastANI,385,385_1,385_1
SRR17643968_bin.44.fa,0.05000000000000005,average,fastANI,385,385_1,385_1
ERR7738182_bin.49.fa,0.05000000000000005,average,fastANI,386,386_1,386_1
ERR7738185_bin.11.fa,0.05000000000000005,average,fastANI,386,386_1,386_1
ERR7738196_bin.30.fa,0.05000000000000005,average,fastANI,386,386_1,386_1
ERR7738537_bin.28.fa,0.05000000000000005,average,fastANI,386,386_1,386_1
ERR7738545_bin.16.fa,0.05000000000000005,average,fastANI,386,386_1,386_1
ERR7738558_bin.71.fa,0.05000000000000005,average,fastANI,386,386_1,386_1
ERR7738611_bin.125.fa,0.05000000000000005,average,fastANI,386,386_1,386_1
ERR7738624_bin.189.fa,0.05000000000000005,average,fastANI,386,386_1,386_1
ERR7738938_bin.63.fa,0.05000000000000005,average,fastANI,386,386_1,386_1
ERR7745836_bin.46.fa,0.05000000000000005,average,fastANI,386,386_1,386_1
ERR7738594_bin.8.fa,0.05000000000000005,average,fastANI,386,386_2,386_2.3
ERR7738611_bin.144.fa,0.05000000000000005,average,fastANI,386,386_2,386_2.3
ERR7738612_bin.6.fa,0.05000000000000005,average,fastANI,386,386_2,386_2.3
ERR7745402_bin.59.fa,0.05000000000000005,average,fastANI,386,386_2,386_2.3
ERR11604941_bin.9.fa,0.05000000000000005,average,fastANI,386,386_3,386_2.3
ERR11604945_bin.1.fa,0.05000000000000005,average,fastANI,386,386_3,386_2.3
SRR1761698_bin.3.fa,0.05000000000000005,average,fastANI,386,386_3,386_2.3
SRR1761702_bin.22.fa,0.05000000000000005,average,fastANI,386,386_3,386_2.3
SRR1761707_bin.19.fa,0.05000000000000005,average,fastANI,386,386_3,386_2.3
SRR1761719_bin.4.fa,0.05000000000000005,average,fastANI,386,386_3,386_2.3
ERR7745402_bin.92.fa,0.05000000000000005,average,fastANI,387,387_1,387_1.2
ERR7745819_bin.73.fa,0.05000000000000005,average,fastANI,387,387_1,387_1.2
ERR7738182_bin.58.fa,0.05000000000000005,average,fastANI,387,387_2,387_1.2
ERR7738196_bin.5.fa,0.05000000000000005,average,fastANI,387,387_2,387_1.2
ERR7738229_bin.34.fa,0.05000000000000005,average,fastANI,387,387_2,387_1.2
ERR7738353_bin.43.fa,0.05000000000000005,average,fastANI,387,387_2,387_1.2
ERR7738545_bin.4.fa,0.05000000000000005,average,fastANI,387,387_2,387_1.2
ERR7738938_bin.12.fa,0.05000000000000005,average,fastANI,387,387_2,387_1.2
ERR7745836_bin.48.fa,0.05000000000000005,average,fastANI,387,387_2,387_1.2
ERR7746398_bin.82.fa,0.05000000000000005,average,fastANI,387,387_2,387_1.2
ERR11604931_bin.2.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR11604935_bin.8.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR11604939_bin.2.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR11604941_bin.3.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738158_bin.51.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738182_bin.35.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738196_bin.10.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738215_bin.94.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738267_bin.5.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738277_bin.7.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738353_bin.21.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738537_bin.55.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738545_bin.36.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738553_bin.24.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738558_bin.93.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738580_bin.107.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738594_bin.91.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738616_bin.40.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738622_bin.149.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738629_bin.56.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738938_bin.7.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7745402_bin.6.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7745787_bin.105.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7745819_bin.10.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7745831_bin.46.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7745836_bin.37.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7746398_bin.7.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
SRR1761699_bin.16.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
SRR17643504_bin.2.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
SRR17643531_bin.1.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
SRR17643809_bin.1.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
SRR17643938_bin.18.fa,0.05000000000000005,average,fastANI,388,388_1,388_1
ERR7738616_bin.83.fa,0.05000000000000005,average,fastANI,389,389_0,389_0
ERR7738553_bin.37.fa,0.05000000000000005,average,fastANI,390,390_0,390_0
ERR7738547_bin.38.fa,0.05000000000000005,average,fastANI,391,391_0,391_0
SRR1761687_bin.18.fa,0.05000000000000005,average,fastANI,392,392_0,392_0
ERR7738620_bin.15.fa,0.05000000000000005,average,fastANI,393,393_1,393_1
ERR7738937_bin.9.fa,0.05000000000000005,average,fastANI,393,393_1,393_1
ERR7745596_bin.12.fa,0.05000000000000005,average,fastANI,393,393_1,393_1
ERR7738546_bin.91.fa,0.05000000000000005,average,fastANI,394,394_0,394_0
ERR7738514_bin.48.fa,0.05000000000000005,average,fastANI,395,395_1,395_1
ERR7738547_bin.59.fa,0.05000000000000005,average,fastANI,395,395_1,395_1
ERR7738937_bin.78.fa,0.05000000000000005,average,fastANI,395,395_1,395_1
SRR1761688_bin.22.fa,0.05000000000000005,average,fastANI,395,395_1,395_1
SRR17643478_bin.21.fa,0.05000000000000005,average,fastANI,395,395_1,395_1
SRR17643913_bin.4.fa,0.05000000000000005,average,fastANI,395,395_1,395_1
SRR1761680_bin.7.fa,0.05000000000000005,average,fastANI,395,395_2,395_2
ERR7738578_bin.29.fa,0.05000000000000005,average,fastANI,396,396_1,396_1
SRR1761686_bin.17.fa,0.05000000000000005,average,fastANI,396,396_1,396_1
SRR1761706_bin.17.fa,0.05000000000000005,average,fastANI,396,396_1,396_1
SRR17643913_bin.15.fa,0.05000000000000005,average,fastANI,396,396_2,396_2
SRR1761696_bin.22.fa,0.05000000000000005,average,fastANI,396,396_3,396_3
ERR7738594_bin.72.fa,0.05000000000000005,average,fastANI,397,397_1,397_1
ERR7738604_bin.8.fa,0.05000000000000005,average,fastANI,397,397_2,397_2
ERR7745831_bin.52.fa,0.05000000000000005,average,fastANI,397,397_3,397_3
ERR7738229_bin.12.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7738253_bin.15.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7738267_bin.8.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7738277_bin.38.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7738537_bin.99.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7738558_bin.44.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7738580_bin.29.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7738612_bin.110.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7738616_bin.12.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7738630_bin.135.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7738938_bin.85.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7745402_bin.91.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7745787_bin.33.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7745819_bin.7.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7746398_bin.95.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7746440_bin.45.fa,0.05000000000000005,average,fastANI,397,397_4,397_4
ERR7738622_bin.157.fa,0.05000000000000005,average,fastANI,397,397_5,397_5
ERR7738549_bin.34.fa,0.05000000000000005,average,fastANI,398,398_1,398_1
ERR7738578_bin.8.fa,0.05000000000000005,average,fastANI,398,398_1,398_1
ERR7738515_bin.21.fa,0.05000000000000005,average,fastANI,398,398_2,398_2
SRR1761681_bin.10.fa,0.05000000000000005,average,fastANI,398,398_2,398_2
ERR7738515_bin.11.fa,0.05000000000000005,average,fastANI,399,399_1,399_1
ERR7745596_bin.14.fa,0.05000000000000005,average,fastANI,399,399_1,399_1
SRR17643916_bin.9.fa,0.05000000000000005,average,fastANI,399,399_1,399_1
ERR7738549_bin.19.fa,0.05000000000000005,average,fastANI,400,400_1,400_1
SRR17643933_bin.18.fa,0.05000000000000005,average,fastANI,400,400_1,400_1
ERR7745596_bin.17.fa,0.05000000000000005,average,fastANI,401,401_0,401_0
ERR7738546_bin.31.fa,0.05000000000000005,average,fastANI,402,402_1,402_1
ERR7738547_bin.67.fa,0.05000000000000005,average,fastANI,402,402_1,402_1
ERR7738229_bin.28.fa,0.05000000000000005,average,fastANI,403,403_1,403_1
SRR1761693_bin.8.fa,0.05000000000000005,average,fastANI,403,403_1,403_1
ERR7738562_bin.26.fa,0.05000000000000005,average,fastANI,404,404_0,404_0
ERR7738546_bin.4.fa,0.05000000000000005,average,fastANI,405,405_0,405_0
ERR7738547_bin.61.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
ERR7738549_bin.4.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
ERR7738578_bin.41.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
ERR7738597_bin.62.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
ERR7745596_bin.10.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR1761677_bin.30.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR1761679_bin.4.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR1761680_bin.13.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR1761684_bin.10.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR1761687_bin.14.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR1761690_bin.18.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR1761694_bin.1.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR1761696_bin.8.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR1761697_bin.6.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR17643467_bin.8.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR17643474_bin.30.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR17643478_bin.2.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR17643652_bin.16.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR17643919_bin.19.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR17643924_bin.17.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR17643927_bin.7.fa,0.05000000000000005,average,fastANI,406,406_1,406_1
SRR17643913_bin.19.fa,0.05000000000000005,average,fastANI,406,406_2,406_2
SRR17643506_bin.23.fa,0.05000000000000005,average,fastANI,406,406_3,406_3
ERR7738515_bin.26.fa,0.05000000000000005,average,fastANI,406,406_4,406_4
ERR7738514_bin.15.fa,0.05000000000000005,average,fastANI,407,407_1,407_1
ERR7738562_bin.3.fa,0.05000000000000005,average,fastANI,407,407_1,407_1
ERR7738597_bin.29.fa,0.05000000000000005,average,fastANI,407,407_1,407_1
ERR7738611_bin.44.fa,0.05000000000000005,average,fastANI,408,408_0,408_0
ERR7738276_bin.67.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
ERR7738514_bin.52.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
ERR7738515_bin.6.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
ERR7738546_bin.28.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
ERR7738578_bin.47.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
ERR7738597_bin.47.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
ERR7738937_bin.18.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
ERR7745596_bin.22.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR1761680_bin.3.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR1761686_bin.10.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR1761687_bin.28.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR1761688_bin.3.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR1761690_bin.2.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR1761693_bin.7.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR1761694_bin.15.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR1761695_bin.15.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR1761696_bin.12.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR17643474_bin.38.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR17643479_bin.7.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR17643913_bin.1.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR17643919_bin.21.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR17643922_bin.13.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR17643924_bin.16.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR17643927_bin.3.fa,0.05000000000000005,average,fastANI,409,409_1,409_1.2
SRR1761689_bin.18.fa,0.05000000000000005,average,fastANI,409,409_2,409_1.2
ERR7738514_bin.27.fa,0.05000000000000005,average,fastANI,410,410_1,410_1
SRR1761687_bin.15.fa,0.05000000000000005,average,fastANI,410,410_2,410_2
ERR7738547_bin.30.fa,0.05000000000000005,average,fastANI,411,411_1,411_1
ERR7738562_bin.24.fa,0.05000000000000005,average,fastANI,411,411_1,411_1
ERR7738597_bin.73.fa,0.05000000000000005,average,fastANI,411,411_1,411_1
SRR17643462_bin.18.fa,0.05000000000000005,average,fastANI,411,411_1,411_1
SRR17643924_bin.18.fa,0.05000000000000005,average,fastANI,411,411_1,411_1
ERR7738276_bin.65.fa,0.05000000000000005,average,fastANI,412,412_1,412_1
ERR7738546_bin.94.fa,0.05000000000000005,average,fastANI,412,412_1,412_1
ERR7738562_bin.40.fa,0.05000000000000005,average,fastANI,412,412_1,412_1
ERR7738597_bin.98.fa,0.05000000000000005,average,fastANI,412,412_1,412_1
SRR1761677_bin.29.fa,0.05000000000000005,average,fastANI,412,412_1,412_1
SRR1761682_bin.20.fa,0.05000000000000005,average,fastANI,412,412_1,412_1
SRR1761686_bin.7.fa,0.05000000000000005,average,fastANI,412,412_1,412_1
SRR1761688_bin.9.fa,0.05000000000000005,average,fastANI,412,412_1,412_1
SRR1761697_bin.23.fa,0.05000000000000005,average,fastANI,412,412_1,412_1
SRR17643456_bin.5.fa,0.05000000000000005,average,fastANI,412,412_1,412_1
SRR17643479_bin.25.fa,0.05000000000000005,average,fastANI,412,412_1,412_1
ERR7738276_bin.52.fa,0.05000000000000005,average,fastANI,413,413_0,413_0
ERR11604929_bin.8.fa,0.05000000000000005,average,fastANI,414,414_0,414_0
ERR11604931_bin.11.fa,0.05000000000000005,average,fastANI,415,415_0,415_0
ERR7746398_bin.17.fa,0.05000000000000005,average,fastANI,416,416_0,416_0
ERR7738514_bin.95.fa,0.05000000000000005,average,fastANI,417,417_1,417_1
ERR7738546_bin.12.fa,0.05000000000000005,average,fastANI,417,417_1,417_1
ERR7738547_bin.3.fa,0.05000000000000005,average,fastANI,417,417_1,417_1
ERR7738549_bin.26.fa,0.05000000000000005,average,fastANI,417,417_1,417_1
ERR7738562_bin.14.fa,0.05000000000000005,average,fastANI,417,417_1,417_1
ERR7738578_bin.86.fa,0.05000000000000005,average,fastANI,417,417_1,417_1
ERR7738597_bin.48.fa,0.05000000000000005,average,fastANI,417,417_1,417_1
ERR7738620_bin.85.fa,0.05000000000000005,average,fastANI,417,417_1,417_1
ERR7745596_bin.28.fa,0.05000000000000005,average,fastANI,417,417_1,417_1
SRR1761694_bin.9.fa,0.05000000000000005,average,fastANI,417,417_1,417_1
SRR17643479_bin.17.fa,0.05000000000000005,average,fastANI,417,417_1,417_1
SRR17643652_bin.8.fa,0.05000000000000005,average,fastANI,417,417_1,417_1
SRR17643924_bin.9.fa,0.05000000000000005,average,fastANI,417,417_1,417_1
SRR17643456_bin.14.fa,0.05000000000000005,average,fastANI,417,417_2,417_2
SRR1761690_bin.22.fa,0.05000000000000005,average,fastANI,417,417_3,417_3
ERR7738547_bin.22.fa,0.05000000000000005,average,fastANI,418,418_1,418_1
ERR7738578_bin.1.fa,0.05000000000000005,average,fastANI,418,418_1,418_1
ERR7738277_bin.15.fa,0.05000000000000005,average,fastANI,419,419_1,419_1
ERR7738938_bin.88.fa,0.05000000000000005,average,fastANI,419,419_1,419_1
ERR7745787_bin.9.fa,0.05000000000000005,average,fastANI,419,419_1,419_1
ERR7738166_bin.121.fa,0.05000000000000005,average,fastANI,419,419_2,419_2
SRR1761701_bin.3.fa,0.05000000000000005,average,fastANI,419,419_2,419_2
ERR7738546_bin.29.fa,0.05000000000000005,average,fastANI,420,420_1,420_1
ERR7738549_bin.12.fa,0.05000000000000005,average,fastANI,420,420_1,420_1
ERR7738578_bin.12.fa,0.05000000000000005,average,fastANI,420,420_1,420_1
ERR7738597_bin.41.fa,0.05000000000000005,average,fastANI,420,420_1,420_1
ERR7738620_bin.29.fa,0.05000000000000005,average,fastANI,420,420_1,420_1
ERR7738937_bin.22.fa,0.05000000000000005,average,fastANI,420,420_1,420_1
SRR1761687_bin.21.fa,0.05000000000000005,average,fastANI,420,420_1,420_1
SRR1761690_bin.21.fa,0.05000000000000005,average,fastANI,420,420_1,420_1
SRR17643652_bin.2.fa,0.05000000000000005,average,fastANI,420,420_1,420_1
ERR7738597_bin.42.fa,0.05000000000000005,average,fastANI,420,420_2,420_2
ERR7738143_bin.82.fa,0.05000000000000005,average,fastANI,421,421_1,421_1.2
ERR7738253_bin.93.fa,0.05000000000000005,average,fastANI,421,421_1,421_1.2
ERR7738553_bin.35.fa,0.05000000000000005,average,fastANI,421,421_1,421_1.2
ERR7738604_bin.10.fa,0.05000000000000005,average,fastANI,421,421_1,421_1.2
ERR7738608_bin.101.fa,0.05000000000000005,average,fastANI,421,421_1,421_1.2
ERR7738611_bin.29.fa,0.05000000000000005,average,fastANI,421,421_1,421_1.2
ERR7738612_bin.17.fa,0.05000000000000005,average,fastANI,421,421_1,421_1.2
ERR7738624_bin.131.fa,0.05000000000000005,average,fastANI,421,421_1,421_1.2
ERR7738630_bin.136.fa,0.05000000000000005,average,fastANI,421,421_1,421_1.2
ERR7745402_bin.14.fa,0.05000000000000005,average,fastANI,421,421_1,421_1.2
ERR7745819_bin.34.fa,0.05000000000000005,average,fastANI,421,421_1,421_1.2
ERR7746440_bin.33.fa,0.05000000000000005,average,fastANI,421,421_1,421_1.2
SRR1761700_bin.1.fa,0.05000000000000005,average,fastANI,421,421_1,421_1.2
SRR1761705_bin.17.fa,0.05000000000000005,average,fastANI,421,421_1,421_1.2
ERR7738580_bin.117.fa,0.05000000000000005,average,fastANI,421,421_2,421_1.2
SRR17643790_bin.6.fa,0.05000000000000005,average,fastANI,421,421_2,421_1.2
ERR7738594_bin.146.fa,0.05000000000000005,average,fastANI,421,421_3,421_3
ERR11604952_bin.2.fa,0.05000000000000005,average,fastANI,422,422_1,422_1
ERR7738143_bin.38.fa,0.05000000000000005,average,fastANI,422,422_1,422_1
ERR7738253_bin.8.fa,0.05000000000000005,average,fastANI,422,422_1,422_1
ERR7738537_bin.54.fa,0.05000000000000005,average,fastANI,422,422_1,422_1
ERR7738604_bin.12.fa,0.05000000000000005,average,fastANI,422,422_1,422_1
ERR7738608_bin.36.fa,0.05000000000000005,average,fastANI,422,422_1,422_1
ERR7738629_bin.47.fa,0.05000000000000005,average,fastANI,422,422_1,422_1
ERR7745819_bin.53.fa,0.05000000000000005,average,fastANI,422,422_1,422_1
ERR7738612_bin.52.fa,0.05000000000000005,average,fastANI,423,423_0,423_0
ERR7738166_bin.123.fa,0.05000000000000005,average,fastANI,424,424_1,424_1
ERR7745819_bin.92.fa,0.05000000000000005,average,fastANI,424,424_1,424_1
ERR11604940_bin.19.fa,0.05000000000000005,average,fastANI,424,424_2,424_2
ERR11604941_bin.15.fa,0.05000000000000005,average,fastANI,424,424_2,424_2
ERR11604936_bin.8.fa,0.05000000000000005,average,fastANI,424,424_3,424_3
ERR7738611_bin.60.fa,0.05000000000000005,average,fastANI,424,424_4,424_4
SRR1761707_bin.28.fa,0.05000000000000005,average,fastANI,424,424_5,424_5
ERR11604934_bin.8.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR11604943_bin.12.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR11604944_bin.5.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR11604945_bin.3.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR11604948_bin.19.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR11604952_bin.10.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738143_bin.4.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738158_bin.52.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738196_bin.26.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738215_bin.72.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738253_bin.73.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738267_bin.20.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738353_bin.16.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738537_bin.43.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738545_bin.25.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738553_bin.81.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738558_bin.36.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738580_bin.111.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738594_bin.42.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738604_bin.42.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738608_bin.132.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738616_bin.22.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738622_bin.36.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738624_bin.100.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738629_bin.3.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738630_bin.178.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7738938_bin.38.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7745831_bin.13.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7745836_bin.12.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
ERR7746398_bin.27.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
SRR1761699_bin.2.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
SRR1761709_bin.3.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
SRR1761711_bin.8.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
SRR1761712_bin.22.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
SRR1761713_bin.19.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
SRR1761714_bin.9.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
SRR1761717_bin.21.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
SRR17643804_bin.5.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
SRR17643958_bin.34.fa,0.05000000000000005,average,fastANI,424,424_6,424_6.7
SRR1761700_bin.19.fa,0.05000000000000005,average,fastANI,424,424_7,424_6.7
SRR1761715_bin.12.fa,0.05000000000000005,average,fastANI,424,424_7,424_6.7
SRR1761719_bin.5.fa,0.05000000000000005,average,fastANI,424,424_8,424_8
ERR11604932_bin.3.fa,0.05000000000000005,average,fastANI,424,424_9,424_9
ERR11604938_bin.11.fa,0.05000000000000005,average,fastANI,425,425_0,425_0
ERR7738253_bin.58.fa,0.05000000000000005,average,fastANI,426,426_1,426_1
ERR7738537_bin.57.fa,0.05000000000000005,average,fastANI,426,426_1,426_1
ERR7738604_bin.77.fa,0.05000000000000005,average,fastANI,426,426_1,426_1
ERR7738616_bin.82.fa,0.05000000000000005,average,fastANI,426,426_1,426_1
ERR7738624_bin.4.fa,0.05000000000000005,average,fastANI,426,426_1,426_1
ERR7738630_bin.169.fa,0.05000000000000005,average,fastANI,426,426_1,426_1
ERR7745402_bin.23.fa,0.05000000000000005,average,fastANI,426,426_2,426_2
ERR7738514_bin.98.fa,0.05000000000000005,average,fastANI,427,427_1,427_1
ERR7738547_bin.28.fa,0.05000000000000005,average,fastANI,427,427_1,427_1
ERR7738620_bin.75.fa,0.05000000000000005,average,fastANI,427,427_1,427_1
ERR7738562_bin.44.fa,0.05000000000000005,average,fastANI,428,428_1,428_1
ERR7738597_bin.54.fa,0.05000000000000005,average,fastANI,428,428_1,428_1
ERR7738546_bin.63.fa,0.05000000000000005,average,fastANI,429,429_0,429_0
ERR7738624_bin.33.fa,0.05000000000000005,average,fastANI,430,430_0,430_0
ERR7738546_bin.59.fa,0.05000000000000005,average,fastANI,431,431_0,431_0
SRR1761687_bin.3.fa,0.05000000000000005,average,fastANI,432,432_0,432_0
ERR7738143_bin.80.fa,0.05000000000000005,average,fastANI,433,433_1,433_1
ERR7738553_bin.64.fa,0.05000000000000005,average,fastANI,433,433_1,433_1
ERR7738608_bin.4.fa,0.05000000000000005,average,fastANI,433,433_1,433_1
ERR7738938_bin.70.fa,0.05000000000000005,average,fastANI,433,433_1,433_1
ERR7746440_bin.53.fa,0.05000000000000005,average,fastANI,433,433_1,433_1
ERR11604947_bin.7.fa,0.05000000000000005,average,fastANI,433,433_2,433_2
ERR11604951_bin.13.fa,0.05000000000000005,average,fastANI,433,433_2,433_2
SRR1761699_bin.26.fa,0.05000000000000005,average,fastANI,433,433_2,433_2
SRR1761705_bin.19.fa,0.05000000000000005,average,fastANI,433,433_2,433_2
SRR1761721_bin.1.fa,0.05000000000000005,average,fastANI,433,433_2,433_2
ERR11604933_bin.11.fa,0.05000000000000005,average,fastANI,433,433_3,433_3
ERR11604936_bin.4.fa,0.05000000000000005,average,fastANI,433,433_4,433_4
